"지역
(읍면동)","인원
(명)"
부산광역시 수영구 망미제2동,1
전라북도 완주군 소양면,1
경상북도 김천시 아포읍,1
서울특별시 구로구 고척제1동,1
인천광역시 서구 청라3동,1
대구광역시 서구 내당1동,1
대구광역시 달서구 두류1.2동,1
전라북도 익산시 모현동,1
부산광역시 연제구 거제제2동,1
강원도 춘천시 근화동,1
경상남도 창원시 마산합포구 완월동,1
경기도 수원시 장안구 송죽동,1
경기도 안산시 상록구 안산동,1
전라북도 익산시 오산면,1
인천광역시 연수구 송도4동,1
전라북도 익산시 인화동,1
대구광역시 달서구 본동,1
경상북도 울진군 근남면,1
인천광역시 연수구 연수3동,1
전라북도 익산시 함라면,1
부산광역시 연제구 연산제4동,1
경상북도 울진군 울진읍,1
경상북도 문경시 마성면,1
대구광역시 서구 평리1동,1
경상북도 문경시 문경읍,1
경상북도 울진군 후포면,1
부산광역시 영도구 봉래제1동,1
전라북도 전주시 덕진구 금암2동,1
부산광역시 영도구 영선제1동,1
서울특별시 금천구 시흥제3동,1
강원도 강릉시 포남2동,1
서울특별시 금천구 시흥제5동,1
인천광역시 중구 영종1동,1
경기도 여주시 북내면,1
경상북도 문경시 점촌4동,1
강원도 홍천군 내촌면,1
경기도 성남시 중원구 은행2동,1
경기도 부천시 소사동,1
인천광역시 중구 율목동,1
전라북도 전주시 완산구 노송동,1
전라남도 강진군 강진읍,1
서울특별시 노원구 월계1동,1
경기도 남양주시 오남읍,1
전라북도 전주시 완산구 인후3동,1
부산광역시 중구 대청동,1
경상남도 거제시 거제면,1
전라남도 강진군 성전면,1
서울특별시 노원구 하계2동,1
전라남도 강진군 신전면,1
경상북도 청도군 금천면,1
전라남도 강진군 작천면,1
서울특별시 도봉구 방학제3동,1
경기도 평택시 신장1동,1
전라북도 정읍시 감곡면,1
경기도 안성시 보개면,1
전라북도 정읍시 북면,1
부산광역시 중구 중앙동,1
경상북도 청송군 안덕면,1
전라남도 곡성군 곡성읍,1
대구광역시 수성구 수성2.3가동,1
전라남도 곡성군 옥과면,1
전라북도 정읍시 정우면,1
경상북도 봉화군 물야면,1
서울특별시 동대문구 용신동,1
전라남도 광양시 광영동,1
서울특별시 동대문구 장안제2동,1
경상남도 창원시 마산합포구 진북면,1
경상남도 창원시 의창구 팔용동,1
경상북도 상주시 낙동면,1
경상남도 창원시 진해구 덕산동,1
전라남도 나주시 금천면,1
경기도 부천시 송내2동,1
경기도 안성시 서운면,1
대구광역시 중구 대봉1동,1
전라남도 나주시 봉황면,1
경상북도 칠곡군 약목면,1
경상북도 상주시 동문동,1
서울특별시 동작구 신대방제1동,1
경기도 화성시 우정읍,1
강원도 횡성군 강림면,1
경상북도 상주시 함창읍,1
강원도 동해시 발한동,1
경기도 남양주시 퇴계원면,1
대전광역시 대덕구 덕암동,1
경기도 안성시 안성1동,1
강원도 횡성군 서원면,1
전라남도 담양군 대전면,1
대전광역시 대덕구 목상동,1
전라남도 담양군 월산면,1
대전광역시 대덕구 법1동,1
경상북도 성주군 벽진면,1
경상북도 포항시 남구 동해면,1
전라남도 목포시 목원동,1
경기도 용인시 수지구 신봉동,1
전라남도 목포시 부흥동,1
서울특별시 마포구 신수동,1
경상북도 성주군 성주읍,1
경기도 용인시 수지구 죽전1동,1
강원도 동해시 북평동,1
충청남도 공주시 월송동,1
전라남도 목포시 삼학동,1
경상북도 포항시 남구 상대동,1
강원도 양양군 강현면,1
경기도 수원시 장안구 정자1동,1
부산광역시 해운대구 좌제3동,1
경기도 부천시 심곡3동,1
경기도 수원시 권선구 권선2동,1
충청남도 논산시 양촌면,1
경기도 수원시 권선구 권선동,1
충청남도 논산시 연산면,1
부산광역시 해운대구 중제2동,1
강원도 횡성군 횡성읍,1
대구광역시 달성군 옥포읍,1
충청남도 당진시 당진2동,1
서울특별시 강남구 개포4동,1
경기도 용인시 수지구 풍덕천2동,1
경상남도 창원시 마산회원구 봉암동,1
서울특별시 서대문구 홍은제1동,1
경상남도 창원시 마산회원구 양덕2동,1
서울특별시 서대문구 홍은제2동,1
경기도 동두천시 불현동,1
대전광역시 동구 가양2동,1
경기도 하남시 덕풍3동,1
경기도 부천시 심곡본1동,1
경상남도 창원시 마산회원구 합성2동,1
서울특별시 서초구 반포동,1
서울특별시 강남구 도곡2동,1
충청남도 부여군 규암면,1
전라남도 무안군 망운면,1
서울특별시 서초구 방배4동,1
경기도 수원시 권선구 당수동,1
충청남도 부여군 홍산면,1
대구광역시 동구 신암1동,1
충청남도 서산시 동문1동,1
경상남도 김해시 회현동,1
충청남도 서산시 부춘동,1
강원도 철원군 김화읍,1
대전광역시 동구 자양동,1
대구광역시 동구 신암4동,1
경기도 수원시 장안구 정자2동,1
경기도 수원시 권선구 세류2동,1
대전광역시 동구 판암1동,1
전라남도 순천시 도사동,1
경기도 평택시 신장2동,1
경기도 동두천시 상패동,1
서울특별시 성동구 성수1가제1동,1
경기도 수원시 권선구 입북동,1
경기도 용인시 처인구 역삼동,1
전라남도 순천시 서면,1
서울특별시 성동구 성수2가제1동,1
경기도 안양시 동안구 호계3동,1
대전광역시 서구 갈마1동,1
서울특별시 강동구 고덕제2동,1
충청남도 아산시 온양6동,1
전라남도 순천시 장천동,1
경기도 고양시 덕양구 대덕동,1
전라남도 순천시 저전동,1
경기도 의왕시 고천동,1
전라남도 순천시 조곡동,1
충청남도 천안시 동남구 광덕면,1
대구광역시 동구 신천1.2동,1
서울특별시 성북구 동선동,1
서울특별시 강동구 상일동,1
충청남도 천안시 동남구 신방동,1
전라남도 순천시 풍덕동,1
충청남도 천안시 동남구 원성2동,1
경기도 안양시 만안구 박달1동,1
경기도 의왕시 내손동,1
전라남도 순천시 향동,1
경상남도 통영시 중앙동,1
경상북도 영덕군 강구면,1
경기도 의왕시 오전동,1
서울특별시 강동구 성내제2동,1
서울특별시 성북구 장위제1동,1
대구광역시 동구 신천4동,1
경기도 가평군 조종면,1
전라남도 여수시 광림동,1
서울특별시 성북구 정릉제1동,1
전라남도 여수시 국동,1
경기도 과천시 중앙동,1
경상북도 영덕군 영덕읍,1
서울특별시 송파구 가락1동,1
전라남도 여수시 문수동,1
서울특별시 송파구 가락2동,1
서울특별시 강동구 암사제1동,1
충청남도 태안군 고남면,1
서울특별시 강동구 암사제3동,1
서울특별시 송파구 마천1동,1
서울특별시 강동구 천호제1동,1
충청남도 홍성군 홍북읍,1
대구광역시 동구 안심2동,1
경기도 군포시 군포2동,1
경상남도 남해군 이동면,1
경기도 수원시 팔달구 고등동,1
서울특별시 강북구 번1동,1
충청북도 보은군 삼승면,1
경기도 안양시 만안구 석수3동,1
경기도 광명시 광명2동,1
서울특별시 강북구 송중동,1
충청북도 옥천군 청성면,1
대구광역시 동구 해안동,1
경기도 의정부시 의정부1동,1
전라남도 여수시 중앙동,1
충청북도 음성군 삼성면,1
전라남도 여수시 학동,1
경기도 화성시 동탄3동,1
강원도 철원군 서면,1
경상남도 합천군 초계면,1
서울특별시 강북구 인수동,1
서울특별시 양천구 목4동,1
전라남도 영광군 법성면,1
서울특별시 양천구 목5동,1
전라남도 영광군 불갑면,1
경기도 의정부시 의정부2동,1
경상북도 영양군 입암면,1
충청북도 진천군 광혜원면,1
경기도 안양시 만안구 안양4동,1
충청북도 진천군 백곡면,1
대구광역시 북구 검단동,1
충청북도 진천군 진천읍,1
서울특별시 강서구 가양제3동,1
충청북도 청주시 상당구 영운동,1
강원도 영월군 상동읍,1
서울특별시 양천구 신월3동,1
대구광역시 북구 관음동,1
경상북도 경산시 동부동,1
전라남도 장성군 삼계면,1
서울특별시 양천구 신정1동,1
경기도 안양시 만안구 안양6동,1
경기도 의정부시 호원1동,1
전라남도 장성군 황룡면,1
충청북도 청주시 서원구 성화동,1
전라남도 장흥군 용산면,1
충청북도 청주시 서원구 수곡2동,1
전라남도 진도군 진도읍,1
충청북도 청주시 청원구 내덕2동,1
전라남도 함평군 손불면,1
충청북도 청주시 청원구 북이면,1
경기도 평택시 청북읍,1
경기도 이천시 마장면,1
경상남도 밀양시 가곡동,1
경기도 이천시 장호원읍,1
경기도 안양시 만안구 안양7동,1
경기도 수원시 팔달구 서둔동,1
전라남도 화순군 도암면,1
경기도 성남시 분당구 백현동,1
전라남도 화순군 동면,1
서울특별시 용산구 남영동,1
경기도 수원시 영통구 광교2동,1
대전광역시 유성구 원촌동,1
전라북도 고창군 고창읍,1
서울특별시 용산구 원효로제1동,1
전라북도 고창군 심원면,1
경상남도 진주시 금산면,1
대구광역시 북구 노원동,1
충청북도 충주시 교현·안림동,1
대구광역시 북구 대현동,1
대전광역시 중구 문화1동,1
전라북도 군산시 개정면,1
충청북도 충주시 살미면,1
전라북도 군산시 구암동,1
충청북도 충주시 소태면,1
경기도 고양시 일산동구 장항동,1
충청북도 충주시 앙성면,1
서울특별시 강서구 화곡제1동,1
충청북도 충주시 연수동,1
서울특별시 강서구 화곡제4동,1
충청북도 충주시 지현동,1
전라북도 군산시 대야면,1
충청북도 충주시 호암.직동,1
경기도 수원시 팔달구 우만2동,1
전라북도 군산시 서수면,1
