"지역
(읍면동)","피해차량
(대)"
대구광역시 서구 비산4동,14
제주특별자치도 제주시 봉개동,14
전라남도 무안군 일로읍,14
경기도 동두천시 불현동,14
서울특별시 강북구 송천동,14
경상북도 영주시 풍기읍,14
서울특별시 용산구 효창동,14
서울특별시 마포구 서강동,14
서울특별시 노원구 월계1동,14
경기도 평택시 서정동,14
서울특별시 은평구 신사제2동,14
경상남도 함안군 칠서면,14
전라남도 여수시 돌산읍,14
경기도 광명시 광명7동,14
경상북도 김천시 율곡동,14
경기도 성남시 수정구 수진1동,14
전라남도 여수시 중앙동,14
인천광역시 남동구 서창2동,14
경기도 안성시 일죽면,14
충청북도 청주시 상당구 탑대성동,14
전라북도 남원시 향교동,14
대구광역시 달서구 용산1동,14
강원도 원주시 단계동,14
경상남도 거제시 거제면,14
전라북도 익산시 평화동,14
경상남도 창원시 마산합포구 반월중앙동,14
부산광역시 동래구 명륜동,14
인천광역시 부평구 산곡1동,14
전라북도 전주시 완산구 평화1동,14
경기도 광명시 광명6동,13
강원도 춘천시 강남동,13
경상남도 사천시 정동면,13
전라남도 순천시 서면,13
전라북도 전주시 완산구 서서학동,13
경기도 고양시 일산서구 대화동,13
충청북도 괴산군 괴산읍,13
경기도 광주시 도척면,13
서울특별시 성동구 금호4가동,13
제주특별자치도 서귀포시 동홍동,13
강원도 원주시 흥업면,13
서울특별시 강남구 도곡1동,13
충청북도 충주시 용산동,13
경상북도 영덕군 영덕읍,13
부산광역시 서구 서대신제1동,13
서울특별시 송파구 장지동,13
전라북도 군산시 중앙동,13
경상남도 창원시 마산합포구 진동면,13
서울특별시 송파구 가락2동,13
대구광역시 수성구 범물1동,13
전라남도 목포시 연산동,13
전라남도 여수시 광림동,13
경상북도 구미시 선산읍,13
경상북도 영주시 영주1동,13
강원도 원주시 소초면,13
강원도 동해시 망상동,13
부산광역시 해운대구 좌제1동,13
서울특별시 금천구 시흥제1동,13
부산광역시 연제구 거제제4동,13
인천광역시 서구 불로대곡동,13
경상북도 울진군 죽변면,13
서울특별시 강서구 화곡제1동,13
서울특별시 서초구 내곡동,13
서울특별시 강동구 성내제1동,13
충청북도 영동군 용산면,13
부산광역시 금정구 장전제1동,13
경상남도 김해시 부원동,13
전라남도 여수시 소라면,13
전라북도 남원시 죽항동,13
경상남도 창원시 진해구 덕산동,13
경상남도 창원시 진해구 여좌동,13
경상남도 김해시 진례면,13
대구광역시 동구 신천4동,13
경상북도 문경시 점촌2동,13
경기도 광주시 경안동,13
경상북도 영천시 서부동,13
서울특별시 관악구 서림동,13
경상북도 영천시 임고면,13
충청북도 청주시 청원구 내덕2동,13
충청남도 서산시 성연면,13
서울특별시 중구 광희동,13
서울특별시 노원구 하계1동,13
전라북도 전주시 완산구 삼천3동,13
강원도 삼척시 정라동,13
강원도 강릉시 포남1동,13
서울특별시 강서구 화곡제4동,13
경기도 화성시 반월동,13
울산광역시 북구 강동동,13
서울특별시 노원구 공릉1동,13
전라남도 나주시 이창동,13
서울특별시 영등포구 신길제5동,13
경기도 안양시 만안구 석수3동,12
경상남도 밀양시 가곡동,12
대구광역시 달성군 가창면,12
경상남도 양산시 덕계동,12
서울특별시 강북구 인수동,12
서울특별시 도봉구 방학제3동,12
인천광역시 부평구 산곡2동,12
경기도 하남시 감북동,12
서울특별시 강남구 논현1동,12
경기도 수원시 영통구 매탄1동,12
경기도 안양시 동안구 범계동,12
서울특별시 서대문구 천연동,12
경상북도 영천시 금호읍,12
서울특별시 서대문구 홍은제2동,12
경기도 파주시 법원읍,12
서울특별시 서초구 반포2동,12
인천광역시 중구 영종1동,12
서울특별시 서초구 방배4동,12
부산광역시 영도구 영선제2동,12
서울특별시 성동구 성수2가제3동,12
경상북도 상주시 동문동,12
서울특별시 성북구 길음제1동,12
전라북도 익산시 황등면,12
서울특별시 성북구 보문동,12
경상북도 영덕군 영해면,12
서울특별시 성북구 정릉제2동,12
대구광역시 동구 신암1동,12
서울특별시 송파구 문정1동,12
광주광역시 남구 백운1동,12
서울특별시 송파구 방이1동,12
경상남도 거제시 상문동,12
부산광역시 남구 문현제4동,12
경기도 파주시 와동동,12
서울특별시 영등포구 신길제3동,12
강원도 정선군 정선읍,12
경기도 성남시 수정구 신흥1동,12
경상북도 구미시 해평면,12
서울특별시 용산구 이촌제1동,12
전라남도 무안군 무안읍,12
광주광역시 동구 계림1동,12
대전광역시 동구 홍도동,12
서울특별시 은평구 수색동,12
전라북도 김제시 신풍동,12
경상남도 창원시 진해구 웅동1동,12
전라북도 익산시 동산동,12
경기도 양평군 양서면,12
전라북도 익산시 함열읍,12
경기도 화성시 서신면,12
경상남도 밀양시 내일동,12
경기도 양주시 남면,12
경상북도 영덕군 강구면,12
서울특별시 중랑구 면목제4동,12
대구광역시 북구 침산3동,12
경기도 양평군 옥천면,12
충청남도 논산시 연무읍,12
부산광역시 부산진구 전포제3동,12
대전광역시 서구 둔산3동,12
경상남도 함안군 산인면,12
충청남도 예산군 삽교읍,12
울산광역시 울주군 웅촌면,12
서울특별시 관악구 성현동,12
인천광역시 계양구 효성2동,12
경기도 용인시 수지구 보정동,12
강원도 속초시 금호동,12
인천광역시 서구 가정1동,12
경상북도 울진군 후포면,11
대전광역시 서구 관저2동,11
경상남도 산청군 산청읍,11
서울특별시 영등포구 양평제1동,11
서울특별시 강서구 방화제1동,11
경상남도 양산시 원동면,11
충청북도 제천시 신백동,11
경상남도 거제시 장목면,11
경상남도 통영시 용남면,11
경기도 성남시 중원구 금광1동,11
경상남도 창녕군 남지읍,11
경상남도 거제시 하청면,11
충청남도 천안시 동남구 신방동,11
경상남도 창녕군 대합면,11
충청북도 보은군 보은읍,11
부산광역시 사하구 괴정제4동,11
서울특별시 관악구 신원동,11
인천광역시 부평구 십정2동,11
경상남도 산청군 신안면,11
경기도 안양시 만안구 안양3동,11
제주특별자치도 제주시 이도1동,11
충청북도 충주시 대소원면,11
경상남도 하동군 진교면,11
인천광역시 서구 석남3동,11
경기도 가평군 조종면,11
강원도 태백시 황지동,11
경기도 고양시 덕양구 행신1동,11
인천광역시 서구 청라2동,11
경기도 평택시 원평동,11
인천광역시 연수구 연수2동,11
충청남도 태안군 안면읍,11
경기도 과천시 중앙동,11
대구광역시 달성군 구지면,11
서울특별시 은평구 갈현제1동,11
충청북도 진천군 덕산면,11
경상남도 창원시 진해구 경화동,11
경기도 안양시 동안구 호계3동,11
서울특별시 금천구 독산제3동,11
서울특별시 서초구 방배2동,11
경상남도 김해시 불암동,11
전라북도 진안군 진안읍,11
경상남도 진주시 신안동,11
세종특별자치시 도담동,11
전라남도 보성군 벌교읍,11
경기도 부천시 중1동,11
서울특별시 종로구 부암동,11
경기도 평택시 신장1동,11
전라남도 순천시 상사면,11
경상남도 창원시 마산회원구 양덕1동,11
전라남도 순천시 황전면,11
충청남도 당진시 신평면,11
광주광역시 남구 대촌동,11
서울특별시 양천구 신정7동,11
서울특별시 종로구 삼청동,11
충청남도 서산시 해미면,11
경상남도 창원시 마산합포구 완월동,11
충청남도 예산군 오가면,11
경상북도 봉화군 봉화읍,11
충청남도 천안시 동남구 원성2동,11
경기도 포천시 영중면,11
서울특별시 관악구 남현동,11
서울특별시 강남구 삼성2동,11
경상북도 의성군 안계면,11
서울특별시 중구 신당제2동,11
충청북도 괴산군 불정면,11
대구광역시 동구 신암3동,11
경기도 가평군 설악면,11
서울특별시 중구 청구동,11
충청북도 제천시 봉양읍,11
서울특별시 중랑구 면목제2동,11
경상북도 청도군 화양읍,11
서울특별시 동대문구 답십리제2동,11
충청북도 진천군 이월면,11
강원도 원주시 단구동,11
경기도 김포시 월곶면,11
경기도 고양시 일산서구 장항1동,11
경상북도 칠곡군 지천면,11
경상북도 성주군 초전면,11
경상북도 경주시 불국동,11
경기도 수원시 팔달구 고등동,11
서울특별시 광진구 중곡제1동,11
경상남도 통영시 산양읍,11
강원도 강릉시 성산면,11
전라북도 정읍시 초산동,11
서울특별시 구로구 고척제1동,11
인천광역시 중구 연안동,10
충청남도 서산시 동문2동,10
광주광역시 동구 지산2동,10
전라북도 군산시 나운1동,10
경상북도 구미시 비산동,10
전라북도 군산시 신풍동,10
서울특별시 양천구 목1동,10
전라북도 김제시 검산동,10
경상남도 창녕군 장마면,10
대구광역시 중구 남산1동,10
경상북도 구미시 공단2동,10
경기도 광명시 광명3동,10
경기도 수원시 영통구 매탄4동,10
울산광역시 울주군 서생면,10
전라남도 강진군 성전면,10
전라북도 완주군 용진읍,10
서울특별시 양천구 신월2동,10
경기도 용인시 처인구 동부동,10
전라남도 순천시 향동,10
경상남도 거제시 능포동,10
전라북도 고창군 신림면,10
경상북도 상주시 함창읍,10
경기도 고양시 덕양구 삼송동,10
대구광역시 중구 남산4동,10
충청남도 예산군 덕산면,10
부산광역시 북구 만덕제3동,10
서울특별시 송파구 방이2동,10
전라북도 임실군 임실읍,10
서울특별시 금천구 시흥제3동,10
서울특별시 강남구 일원본동,10
경상북도 의성군 안평면,10
서울특별시 용산구 원효로제1동,10
부산광역시 연제구 거제제3동,10
대구광역시 수성구 범물2동,10
경기도 고양시 덕양구 성사2동,10
부산광역시 기장군 철마면,10
경상북도 청송군 진보면,10
경상북도 안동시 명륜동,10
대전광역시 동구 신인동,10
경기도 용인시 처인구 양지면,10
서울특별시 광진구 자양제3동,10
서울특별시 강동구 명일제1동,10
경기도 용인시 처인구 원삼면,10
경기도 안양시 동안구 귀인동,10
경상남도 창원시 진해구 웅천동,10
전라북도 정읍시 수성동,10
강원도 강릉시 경포동,10
강원도 삼척시 교동,10
충청남도 서산시 지곡면,10
서울특별시 노원구 상계6.7동,10
충청남도 아산시 온양1동,10
서울특별시 은평구 갈현제2동,10
서울특별시 도봉구 쌍문제2동,10
대전광역시 서구 갈마1동,10
충청남도 천안시 동남구 병천면,10
경상남도 밀양시 삼랑진읍,10
강원도 철원군 철원읍,10
경기도 양주시 회천1동,10
충청남도 천안시 동남구 풍세면,10
제주특별자치도 서귀포시 천지동,10
경기도 군포시 재궁동,10
강원도 춘천시 소양동,10
경상남도 통영시 명정동,10
부산광역시 남구 대연제4동,10
대구광역시 북구 산격1동,10
경기도 안양시 동안구 부흥동,10
강원도 양구군 양구읍,10
경기도 고양시 덕양구 행신2동,10
경상북도 청도군 이서면,10
대구광역시 남구 대명10동,10
전라남도 광양시 광영동,10
강원도 태백시 상장동,10
강원도 삼척시 원덕읍,10
경기도 동두천시 상패동,10
전라남도 무안군 현경면,10
충청남도 공주시 우성면,10
경기도 수원시 팔달구 서둔동,10
경기도 이천시 장호원읍,10
서울특별시 양천구 신정2동,10
경기도 부천시 소사동,10
충청북도 청주시 서원구 현도면,10
충청남도 금산군 금성면,10
세종특별자치시 연기면,10
인천광역시 부평구 부평동,10
강원도 원주시 우산동,10
경상남도 창원시 마산합포구 중앙동,10
서울특별시 성동구 금호2.3가동,10
서울특별시 종로구 가회동,10
서울특별시 성동구 사근동,10
부산광역시 남구 대연제6동,10
서울특별시 동작구 노량진제1동,10
인천광역시 서구 가좌2동,10
강원도 태백시 황연동,10
경상북도 예천군 호명면,9
강원도 원주시 명륜1동,9
경기도 남양주시 조안면,9
서울특별시 성동구 행당제1동,9
충청남도 금산군 추부면,9
경상남도 함양군 지곡면,9
강원도 철원군 서면,9
울산광역시 울주군 상북면,9
전라북도 부안군 변산면,9
강원도 춘천시 신북읍,9
경기도 화성시 병점1동,9
경기도 안산시 단원구 대부동,9
경상남도 사천시 사남면,9
강원도 화천군 화천읍,9
강원도 강릉시 옥천동,9
강원도 춘천시 후평2동,9
충청북도 진천군 초평면,9
경기도 양주시 광적면,9
충청북도 충주시 봉방동,9
인천광역시 미추홀구 관교동,9
광주광역시 북구 중앙동,9
경기도 의왕시 내손1동,9
강원도 원주시 일산동,9
경기도 양주시 백석읍,9
서울특별시 강동구 천호제1동,9
인천광역시 미추홀구 숭의2동,9
경기도 성남시 분당구 수내3동,9
경기도 군포시 광정동,9
경기도 평택시 오성면,9
경상북도 경주시 월성동,9
경상남도 통영시 도천동,9
서울특별시 송파구 거여1동,9
충청남도 홍성군 홍북읍,9
대구광역시 남구 대명1동,9
경기도 김포시 운양동,9
강원도 정선군 고한읍,9
대전광역시 중구 문창동,9
경상남도 창원시 마산합포구 진북면,9
서울특별시 광진구 구의제3동,9
경상남도 진주시 문산읍,9
서울특별시 강남구 도곡2동,9
인천광역시 서구 가정3동,9
전라북도 익산시 여산면,9
경상북도 구미시 광평동,9
경기도 과천시 문원동,9
강원도 원주시 학성동,9
부산광역시 동래구 복산동,9
강원도 동해시 북평동,9
강원도 동해시 발한동,9
광주광역시 북구 문화동,9
서울특별시 강동구 암사제3동,9
광주광역시 광산구 신흥동,9
광주광역시 서구 양동,9
대구광역시 북구 복현1동,9
서울특별시 서초구 방배1동,9
강원도 동해시 묵호동,9
경상북도 영천시 남부동,9
경기도 이천시 모가면,9
경기도 화성시 양감면,9
경기도 성남시 중원구 상대원2동,9
경상북도 예천군 용궁면,9
전라남도 나주시 산포면,9
부산광역시 부산진구 범천제1동,9
전라남도 목포시 동명동,9
서울특별시 관악구 대학동,9
서울특별시 동작구 신대방제1동,9
충청남도 홍성군 결성면,9
경기도 수원시 영통구 매탄3동,9
충청북도 음성군 감곡면,9
대전광역시 동구 성남동,9
서울특별시 도봉구 창제1동,9
경상남도 김해시 생림면,9
부산광역시 금정구 장전제3동,9
서울특별시 노원구 상계2동,9
대구광역시 북구 고성동,9
전라남도 장성군 황룡면,9
서울특별시 광진구 구의제1동,9
전라북도 군산시 구암동,9
경상남도 산청군 단성면,9
부산광역시 동구 범일제5동,9
충청북도 충주시 노은면,9
서울특별시 영등포구 신길제6동,9
경상북도 상주시 남원동,9
경상남도 남해군 이동면,9
강원도 동해시 부곡동,8
서울특별시 성동구 송정동,8
강원도 강릉시 강남동,8
경기도 하남시 춘궁동,8
제주특별자치도 서귀포시 예래동,8
강원도 삼척시 근덕면,8
강원도 동해시 북삼동,8
서울특별시 송파구 위례동,8
경상남도 통영시 봉평동,8
부산광역시 사하구 신평제2동,8
서울특별시 구로구 개봉제1동,8
경기도 화성시 기배동,8
경상북도 영주시 영주2동,8
경기도 남양주시 퇴계원면,8
광주광역시 동구 산수2동,8
경상북도 경산시 와촌면,8
충청남도 천안시 동남구 성남면,8
서울특별시 동작구 사당제4동,8
경상남도 진주시 대곡면,8
인천광역시 옹진군 영흥면,8
대구광역시 동구 도평동,8
경기도 파주시 적성면,8
경기도 안양시 만안구 박달1동,8
부산광역시 남구 용호제2동,8
인천광역시 계양구 계양1동,8
전라남도 광양시 금호동,8
서울특별시 강북구 번2동,8
전라남도 광양시 중동,8
서울특별시 노원구 중계2.3동,8
경상남도 김해시 대동면,8
충청남도 논산시 부창동,8
인천광역시 남동구 구월2동,8
서울특별시 종로구 창신제2동,8
경기도 성남시 중원구 상대원3동,8
대전광역시 서구 복수동,8
강원도 춘천시 후평3동,8
경기도 시흥시 정왕동,8
경기도 오산시 초평동,8
서울특별시 중랑구 묵제1동,8
전라남도 무안군 청계면,8
부산광역시 사하구 괴정제1동,8
광주광역시 서구 농성1동,8
경기도 성남시 분당구 이매1동,8
전라남도 순천시 도사동,8
경기도 부천시 중2동,8
대구광역시 동구 둔산동,8
강원도 화천군 사내면,8
인천광역시 남동구 논현2동,8
울산광역시 남구 수암동,8
대구광역시 서구 평리4동,8
대전광역시 대덕구 문평동,8
강원도 홍천군 서면,8
광주광역시 광산구 월곡1동,8
전라남도 신안군 압해읍,8
제주특별자치도 제주시 건입동,8
강원도 평창군 용평면,8
경기도 하남시 신장1동,8
대구광역시 동구 방촌동,8
충청남도 공주시 반포면,8
전라남도 여수시 율촌면,8
경기도 여주시 점동면,8
경기도 남양주시 평내동,8
경기도 수원시 장안구 정자동,8
부산광역시 해운대구 중제2동,8
충청남도 논산시 양촌면,8
전라남도 화순군 청풍면,8
경상남도 진주시 내동면,8
전라북도 군산시 대야면,8
부산광역시 강서구 가덕도동,8
전라북도 김제시 금산면,8
경기도 광주시 남한산성면,8
전라북도 남원시 노암동,8
경상남도 사천시 용현면,8
서울특별시 성북구 장위제3동,8
서울특별시 서초구 서초4동,8
전라북도 무주군 무주읍,8
경기도 안양시 만안구 안양9동,8
전라북도 무주군 설천면,8
충청남도 청양군 청양읍,8
인천광역시 동구 송현3동,8
서울특별시 중랑구 묵제2동,8
경상북도 상주시 동성동,8
대구광역시 서구 내당1동,8
울산광역시 동구 남목2동,8
경상북도 의성군 의성읍,8
전라북도 완주군 구이면,8
충청북도 영동군 황간면,8
강원도 고성군 토성면,8
서울특별시 중랑구 중화제1동,8
경기도 시흥시 정왕4동,8
경상남도 통영시 정량동,8
경상북도 성주군 선남면,8
광주광역시 동구 지원1동,8
서울특별시 강동구 고덕제1동,8
경기도 포천시 영북면,8
경기도 안양시 동안구 달안동,8
서울특별시 성동구 성수1가제1동,8
서울특별시 강동구 명일제2동,8
경기도 부천시 소사본3동,8
경기도 성남시 수정구 태평2동,8
서울특별시 금천구 시흥제2동,8
전라북도 정읍시 장명동,8
서울특별시 구로구 개봉제2동,8
울산광역시 동구 남목1동,8
광주광역시 동구 지원2동,8
경기도 안산시 단원구 백운동,8
서울특별시 구로구 개봉제3동,8
경기도 부천시 중4동,8
경기도 남양주시 다산2동,8
광주광역시 북구 오치2동,7
경상남도 김해시 내동,7
대전광역시 중구 대사동,7
전라북도 남원시 왕정동,7
인천광역시 부평구 갈산2동,7
광주광역시 북구 석곡동,7
서울특별시 금천구 독산제4동,7
부산광역시 동구 좌천제1동,7
경기도 부천시 역곡1동,7
경기도 안성시 죽산면,7
서울특별시 영등포구 대림제1동,7
전라북도 완주군 상관면,7
충청남도 아산시 온양2동,7
강원도 삼척시 도계읍,7
강원도 평창군 평창읍,7
전라북도 익산시 마동,7
경기도 하남시 덕풍3동,7
인천광역시 동구 화수1.화평동,7
경상남도 창원시 마산합포구 합포동,7
부산광역시 동구 초량제1동,7
강원도 원주시 신림면,7
울산광역시 동구 일산동,7
경상북도 경주시 천북면,7
경기도 안성시 금광면,7
경기도 하남시 덕풍1동,7
경기도 광명시 하안2동,7
충청남도 아산시 송악면,7
경기도 광명시 광명4동,7
강원도 평창군 진부면,7
경상북도 성주군 벽진면,7
강원도 고성군 간성읍,7
전라북도 전주시 완산구 노송동,7
서울특별시 관악구 삼성동,7
광주광역시 동구 동명동,7
대구광역시 달서구 상인3동,7
경상북도 안동시 안기동,7
부산광역시 남구 대연제2동,7
경기도 포천시 일동면,7
경기도 군포시 궁내동,7
전라남도 목포시 이로동,7
강원도 양양군 강현면,7
서울특별시 양천구 신월7동,7
서울특별시 광진구 자양제2동,7
광주광역시 서구 상무2동,7
경상북도 포항시 남구 호미곶면,7
전라북도 정읍시 정우면,7
서울특별시 강서구 등촌제2동,7
서울특별시 동작구 사당제5동,7
경기도 동두천시 생연2동,7
경상북도 경주시 감포읍,7
충청남도 부여군 규암면,7
경기도 안양시 동안구 부림동,7
강원도 강릉시 연곡면,7
서울특별시 동대문구 이문제1동,7
충청남도 서천군 시초면,7
경상북도 안동시 평화동,7
경기도 고양시 일산서구 일산1동,7
대구광역시 서구 내당4동,7
부산광역시 남구 감만제1동,7
경기도 포천시 창수면,7
충청남도 천안시 동남구 북면,7
경기도 여주시 대신면,7
전라남도 여수시 화양면,7
서울특별시 서대문구 홍제제2동,7
서울특별시 중랑구 면목제7동,7
경기도 수원시 팔달구 세류1동,7
전라남도 장성군 진원면,7
경상북도 영주시 가흥1동,7
충청북도 보은군 장안면,7
경상남도 고성군 마암면,7
전라남도 해남군 송지면,7
서울특별시 서초구 반포1동,7
서울특별시 영등포구 신길제1동,7
서울특별시 강북구 번3동,7
세종특별자치시 부강면,7
서울특별시 종로구 무악동,7
경기도 광명시 광명1동,7
서울특별시 성북구 월곡제1동,7
경상남도 창원시 마산합포구 진전면,7
경기도 과천시 부림동,7
전라북도 군산시 성산면,7
서울특별시 강북구 수유2동,7
서울특별시 구로구 구로제1동,7
충청남도 공주시 유구읍,7
경상남도 창원시 마산합포구 교방동,7
충청남도 공주시 정안면,7
서울특별시 광진구 자양제1동,7
부산광역시 중구 보수동,7
전라북도 군산시 옥산면,7
충청남도 논산시 강경읍,7
경기도 동두천시 중앙동,7
경기도 광명시 철산4동,7
전라북도 김제시 금구면,7
부산광역시 해운대구 반여제4동,7
경상남도 사천시 곤양면,7
강원도 인제군 북면,7
충청북도 옥천군 군서면,6
경기도 하남시 망월동,6
인천광역시 연수구 송도동,6
충청남도 논산시 연산면,6
인천광역시 동구 금창동,6
서울특별시 강서구 가양제3동,6
충청북도 제천시 송학면,6
경상북도 영주시 하망동,6
충청남도 공주시 금학동,6
경기도 여주시 북내면,6
강원도 춘천시 남산면,6
경기도 용인시 기흥구 마북동,6
서울특별시 강남구 대치1동,6
서울특별시 노원구 월계2동,6
경상북도 상주시 신흥동,6
부산광역시 영도구 신선동,6
서울특별시 도봉구 창제3동,6
서울특별시 용산구 용문동,6
경기도 성남시 분당구 이매2동,6
인천광역시 동구 송림3.5동,6
인천광역시 계양구 계산동,6
전라북도 남원시 산동면,6
강원도 양양군 서면,6
경기도 평택시 서탄면,6
충청북도 청주시 흥덕구 성화.개신.죽림동,6
부산광역시 부산진구 가야제1동,6
경기도 파주시 파평면,6
강원도 강릉시 옥계면,6
경기도 연천군 신서면,6
충청남도 보령시 웅천읍,6
경기도 시흥시 과림동,6
서울특별시 양천구 신정1동,6
충청북도 제천시 남현동,6
부산광역시 해운대구 우제3동,6
경상남도 양산시 양주동,6
경상북도 포항시 북구 청하면,6
경상남도 하동군 금남면,6
대구광역시 달성군 하빈면,6
경상남도 산청군 금서면,6
전라남도 담양군 창평면,6
경기도 성남시 분당구 정자2동,6
경상북도 구미시 신평2동,6
경상남도 밀양시 무안면,6
전라북도 임실군 오수면,6
울산광역시 중구 병영1동,6
경기도 부천시 원종2동,6
경기도 하남시 미사1동,6
서울특별시 노원구 하계2동,6
전라북도 부안군 줄포면,6
전라남도 목포시 산정동,6
부산광역시 금정구 구서제1동,6
서울특별시 강서구 화곡제3동,6
경기도 의정부시 의정부2동,6
서울특별시 성북구 정릉제1동,6
부산광역시 남구 감만제2동,6
경상남도 진주시 상봉동동,6
경상남도 통영시 미수동,6
경상북도 안동시 풍천면,6
경상남도 밀양시 상동면,6
경상북도 경주시 양북면,6
전라남도 함평군 학교면,6
경기도 구리시 교문2동,6
서울특별시 동대문구 휘경제2동,6
전라남도 보성군 회천면,6
경상남도 거제시 동부면,6
대전광역시 중구 문화2동,6
부산광역시 연제구 연산제3동,6
서울특별시 중구 중림동,6
전라북도 전주시 완산구 동서학동,6
서울특별시 송파구 마천1동,6
대구광역시 수성구 범어1동,6
경상남도 창녕군 부곡면,6
전라북도 군산시 개정면,6
인천광역시 부평구 부평2동,6
서울특별시 종로구 교남동,6
인천광역시 연수구 동춘1동,6
경상남도 함양군 안의면,6
전라남도 곡성군 옥과면,6
전라남도 나주시 금남동,6
경상남도 통영시 도산면,6
경기도 포천시 내촌면,6
대구광역시 남구 대명11동,6
충청남도 계룡시 두마면,6
경기도 성남시 분당구 정자3동,6
전라북도 군산시 서수면,6
서울특별시 중랑구 망우제3동,6
경기도 이천시 대월면,6
경기도 의정부시 호원1동,6
충청남도 공주시 옥룡동,6
경기도 하남시 덕풍2동,6
경기도 양평군 개군면,6
경기도 양주시 회천3동,6
충청북도 청주시 서원구 수곡2동,6
경상남도 창원시 진해구 병암동,6
전라남도 순천시 주암면,6
충청남도 천안시 서북구 일봉동,6
서울특별시 강남구 수서동,6
울산광역시 북구 염포동,6
서울특별시 종로구 숭인제2동,6
제주특별자치도 서귀포시 효돈동,6
충청남도 금산군 남일면,6
경상남도 창원시 의창구 대산면,6
경상북도 상주시 계림동,6
서울특별시 송파구 잠실3동,6
강원도 인제군 기린면,6
전라남도 영암군 학산면,6
경상남도 하동군 횡천면,6
경기도 포천시 이동면,6
부산광역시 영도구 봉래제1동,6
서울특별시 성북구 안암동,6
경기도 고양시 덕양구 대덕동,6
광주광역시 서구 화정2동,6
서울특별시 영등포구 신길제7동,6
전라남도 진도군 군내면,6
강원도 원주시 명륜2동,6
서울특별시 종로구 창신제1동,6
충청남도 당진시 우강면,6
전라북도 정읍시 칠보면,6
경기도 수원시 팔달구 화서2동,6
서울특별시 서대문구 북아현동,5
충청북도 충주시 목행.용탄동,5
서울특별시 관악구 중앙동,5
인천광역시 계양구 계산2동,5
서울특별시 성동구 응봉동,5
전라북도 정읍시 감곡면,5
경상남도 함양군 서하면,5
전라북도 정읍시 내장상동,5
경상남도 진주시 명석면,5
경기도 수원시 권선구 금곡동,5
대전광역시 서구 기성동,5
전라남도 광양시 진월면,5
경상북도 김천시 아포읍,5
경기도 안산시 단원구 대부동동,5
경상북도 상주시 화동면,5
부산광역시 해운대구 반여제3동,5
경상남도 거제시 아주동,5
세종특별자치시 반곡동,5
부산광역시 동구 초량제2동,5
충청남도 천안시 동남구 봉명동,5
전라남도 장성군 삼계면,5
경상북도 고령군 성산면,5
경기도 성남시 수정구 신흥3동,5
서울특별시 노원구 상계9동,5
인천광역시 연수구 동춘3동,5
경상북도 봉화군 춘양면,5
경기도 가평군 상면,5
경상북도 울진군 북면,5
충청남도 논산시 노성면,5
강원도 강릉시 교2동,5
전라북도 익산시 왕궁면,5
전라북도 군산시 미성동,5
전라북도 익산시 함라면,5
경상북도 고령군 쌍림면,5
경상북도 영주시 휴천3동,5
경기도 성남시 분당구 야탑2동,5
서울특별시 강서구 가양제2동,5
대전광역시 중구 유천1동,5
경기도 양평군 강하면,5
전라북도 군산시 옥도면,5
광주광역시 광산구 도산동,5
세종특별자치시 연동면,5
부산광역시 부산진구 개금제2동,5
전라북도 군산시 옥서면,5
충청남도 서천군 서면,5
전라남도 목포시 삼학동,5
경기도 용인시 수지구 상현2동,5
전라남도 목포시 삼향동,5
전라남도 광양시 옥곡면,5
부산광역시 금정구 서제2동,5
광주광역시 남구 방림2동,5
경기도 여주시 흥천면,5
전라북도 완주군 소양면,5
경상남도 밀양시 산내면,5
강원도 횡성군 안흥면,5
충청남도 홍성군 갈산면,5
울산광역시 동구 대송동,5
전라북도 김제시 백구면,5
부산광역시 영도구 동삼제2동,5
강원도 고성군 현내면,5
경상남도 거창군 남상면,5
전라남도 무안군 망운면,5
경상남도 함안군 함안면,5
전라북도 남원시 금동,5
경기도 성남시 수정구 양지동,5
강원도 춘천시 조운동,5
경기도 안성시 보개면,5
경상북도 영양군 영양읍,5
전라남도 여수시 둔덕동,5
충청북도 괴산군 청천면,5
경상남도 창원시 마산회원구 회원1동,5
충청북도 단양군 대강면,5
충청남도 당진시 순성면,5
경상북도 김천시 농소면,5
강원도 철원군 갈말읍,5
충청북도 보은군 삼승면,5
전라북도 전주시 덕진구 동산동,5
부산광역시 사하구 구평동,5
경상북도 영천시 대창면,5
전라북도 남원시 주천면,5
서울특별시 강남구 일원2동,5
경상북도 경주시 강동면,5
경상북도 영천시 신녕면,5
광주광역시 남구 백운2동,5
부산광역시 금정구 부곡제1동,5
경상남도 창원시 진해구 중앙동,5
경기도 시흥시 매화동,5
경상남도 창원시 마산회원구 구암2동,5
경상북도 포항시 북구 기계면,5
전라남도 보성군 조성면,5
서울특별시 강동구 강일동,5
경상북도 청도군 운문면,5
인천광역시 강화군 선원면,5
부산광역시 북구 화명제1동,5
인천광역시 강화군 화도면,5
대구광역시 남구 대명6동,5
충청북도 충주시 엄정면,5
경상남도 진주시 일반성면,5
충청남도 아산시 신창면,5
경상남도 남해군 고현면,5
전라남도 함평군 엄다면,5
전라북도 완주군 고산면,5
경기도 광명시 하안3동,5
경상남도 하동군 악양면,5
충청북도 제천시 백운면,4
인천광역시 강화군 길상면,4
충청남도 계룡시 금암동,4
경상북도 구미시 옥성면,4
